Generation,Champion Accounts,Champion Uniques,Average Accounts,Average Uniques,Total Accounts,Total Uniques
111,41,23,0.619017503843887,15.61,25.1031231143042,4972
112,41,23,0.593239611898281,8.1,20.3273423357282,4974
113,41,23,0.641321689713071,16.2,23.4955067517961,4985
114,41,23,0.760682768609646,12.13,27.3716300638471,4996
115,41,23,0.713058511015961,11.16,25.7787225478853,5003
116,41,23,0.632479581407368,14.67,24.584041910914,5010
117,41,23,0.702568528290756,14.68,28.1880314331855,5022
118,41,23,0.682282311107574,13.3,22.6410235748891,5024
119,41,23,0.752600104334754,14.8,27.4807676811668,5035
120,41,23,0.775197978561281,14.12,28.1105757608751,5045
121,41,23,0.766683172715365,10.55,25.5829318206563,5050
122,41,23,0.751719528298852,13.66,25.1871988654923,5057
123,41,23,0.655974589058987,12.76,25.6403991491192,5066
124,41,23,0.670952190134206,14.89,22.9802993618394,5070
125,41,23,0.712337919866969,14.01,21.7352245213795,5076
126,41,23,0.735524351248226,14.34,19.3014183910347,5080
127,41,23,0.716523657326353,12.98,16.726063793276,5083
128,41,23,0.779974637123824,17.15,21.544547844957,5093
129,41,23,0.762719714648495,14.44,20.6584108837178,5099
130,41,23,0.785732694518856,13.79,19.9938081627883,5105
131,41,23,0.654745121612444,14.8,20.2453561220912,5111
132,41,23,0.719146294952043,13.72,24.1840170915684,5123
133,41,23,0.523502525312805,13.68,21.8880128186763,5128
134,41,23,0.608357744739955,16.2,22.4160096140072,5135
135,41,23,0.619618249595957,16.02,19.0620072105054,5138
136,41,23,0.654781385622688,16.87,22.5465054078791,5146
137,41,23,0.707131079255426,14.36,22.1598790559093,5152
138,41,23,0.780180491154113,16.27,24.119909291932,5162
139,41,23,0.761653648748991,15.69,24.089931968949,5170
140,41,23,0.654397172168853,14.93,20.3174489767117,5173
141,41,23,0.651939453496889,15.31,16.7380867325338,5175
142,41,23,0.662145113545797,13.91,15.5535650494004,5179
143,41,23,0.627541823038005,16.14,16.9151737870503,5183
144,41,23,0.637995963481955,13.04,14.9363803402877,5186
145,41,23,0.78193087267204,15.95,21.7022852552158,5199
146,41,23,0.757535452079425,10.98,20.0267139414118,5203
147,41,23,0.747500000712463,15.86,20.2700354560589,5210
148,41,23,0.771718750632802,6.96,18.9525265920442,5215
149,41,23,0.690000161400139,14.25,23.2143949440331,5227
150,41,23,0.74043272017073,7.52,21.1607962080248,5232
151,41,23,0.700323379484598,11.61,18.1205971560186,5235
152,41,23,0.698631668634316,8.75,16.590447867014,5238
153,41,23,0.64696655376078,14.87,16.9428359002605,5244
154,41,23,0.707391286257085,11.85,18.7071269251954,5252
155,41,23,0.560764744476673,14.13,17.0303451938965,5256
156,41,23,0.602126130845027,14.44,18.0227588954224,5260
157,41,23,0.672145825300753,16,19.5170691715668,5268
158,41,23,0.630758813363739,16.31,17.6378018786751,5272
159,41,23,0.718259949407788,15.15,19.2283514090063,5280
160,41,23,0.750429903776482,14.69,22.6712635567547,5290
161,41,23,0.734951527050779,16.21,20.7534476675661,5295
162,41,23,0.740010886468124,15.84,20.8150857506745,5301
163,41,23,0.694251078014624,16.28,17.8613143130059,5304
164,41,23,0.700000431107976,16.04,17.1459857347544,5309
165,41,23,0.710422549386037,12.97,15.8594893010658,5313
166,41,23,0.750312752128183,15.55,17.8946169757994,5320
167,41,23,0.620750921248896,13.81,19.4209627318495,5328
168,41,23,0.681210236332043,14.72,20.5657220488871,5335
169,41,23,0.691348072011439,13.81,19.9242915366654,5340
170,41,23,0.650232908596898,15.51,18.693218652499,5345
171,41,23,0.661568643366104,13.58,16.2699139893743,5348
172,41,23,0.643323611090551,14.96,15.9524354920307,5353
173,41,23,0.640199735917136,12.08,13.464326619023,5355
174,41,23,0.710378084104044,12.9,16.0982449642673,5362
175,41,23,0.6703920183436,13.17,15.0736837232004,5366
176,41,23,0.730218072152495,12.83,18.8052627924003,5375
177,41,23,0.768079806663562,15.17,20.8539470943003,5384
178,41,23,0.681937356348946,13.58,17.1404603207252,5386
179,41,23,0.621877197573282,11.3,14.3553452405439,5388
180,41,23,0.618854702091948,13.12,13.7665089304079,5392
181,41,23,0.6701344124696,13.26,17.8248816978059,5402
182,41,23,0.630133952878163,13.2,17.8686612733545,5407
183,41,23,0.615700170361512,13.86,18.6514959550158,5414
184,41,23,0.673770841011021,14.75,19.2386219662619,5421
185,41,23,0.615625000425525,13.53,17.4289664746964,5425
186,41,23,0.599896373576328,14.69,15.3217248560223,5428
187,41,23,0.550007527293101,15.4,17.4912936420167,5436
188,41,23,0.55435637827261,14.02,16.1184702315125,5440
189,41,23,0.510417685644207,16.6,15.8388526736344,5445
190,41,23,0.543405077244734,13.4,16.3791395052258,5451
191,41,23,0.592133118996437,17.65,22.0343546289194,5459
192,41,23,0.643187819920389,14.9,21.0257659716895,5465
193,41,23,0.570555223654337,16.26,24.0193244787671,5476
194,41,23,0.610555475637351,15.62,22.5144933590754,5481
195,41,23,0.600295107203728,15.78,19.8858700193065,5485
196,41,23,0.580000803443429,14.8,17.9144025144799,5489
197,41,23,0.530000817506235,11.72,14.1858018858599,5490
198,41,23,0.520076256590814,13.17,11.3893514143949,5491
199,41,23,0.540392276441346,15.19,11.5420135607962,5495
200,41,23,0.580554409597679,11.89,12.4065101705972,5500
200,41,23,0.580554409597679,11.89,12.4065101705972,5500
